Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA31,OUT027,1800.8264375756853
FDY52,OUT010,1800.8264375756853
FDD03,OUT027,1800.8264375756853
FDN52,OUT018,1800.8264375756853
FDU20,OUT010,1800.8264375756853
FDD22,OUT035,1800.8264375756853
NCB55,OUT019,1800.8264375756853
FDN27,OUT045,1800.8264375756853
FDD16,OUT013,1800.8264375756853
FDW48,OUT046,1800.8264375756853
DRN35,OUT045,1800.8264375756853
FDX25,OUT049,1800.8264375756853
DRD49,OUT049,1800.8264375756853
FDE21,OUT019,1800.8264375756853
FDN44,OUT035,1800.8264375756853
DRC01,OUT049,1800.8264375756853
NCK30,OUT046,1800.8264375756853
FDU39,OUT013,1800.8264375756853
FDB49,OUT013,1800.8264375756853
FDS12,OUT045,1800.8264375756853
FDR57,OUT018,1800.8264375756853
FDX22,OUT027,1800.8264375756853
FDC60,OUT013,1800.8264375756853
NCE42,OUT049,1800.8264375756853
NCK42,OUT049,1800.8264375756853
DRE01,OUT017,1800.8264375756853
FDE57,OUT018,1800.8264375756853
DRK59,OUT019,1800.8264375756853
FDB10,OUT027,1800.8264375756853
FDQ25,OUT046,1800.8264375756853
FDY26,OUT017,1800.8264375756853
FDG28,OUT049,1800.8264375756853
FDM14,OUT049,1800.8264375756853
NCH29,OUT049,1800.8264375756853
FDD48,OUT049,1800.8264375756853
FDC17,OUT045,1800.8264375756853
DRH49,OUT027,1800.8264375756853
FDN44,OUT018,1800.8264375756853
FDC29,OUT045,1800.8264375756853
DRK01,OUT019,1800.8264375756853
FDD48,OUT017,1800.8264375756853
FDB59,OUT013,1800.8264375756853
FDY45,OUT010,1800.8264375756853
FDX60,OUT035,1800.8264375756853
FDT09,OUT010,1800.8264375756853
DRB24,OUT018,1800.8264375756853
FDL13,OUT035,1800.8264375756853
FDN16,OUT035,1800.8264375756853
FDK57,OUT013,1800.8264375756853
FDO22,OUT027,1800.8264375756853
FDC57,OUT010,1800.8264375756853
FDZ13,OUT027,1800.8264375756853
FDW27,OUT013,1800.8264375756853
FDX10,OUT049,1800.8264375756853
FDY08,OUT018,1800.8264375756853
FDA49,OUT017,1800.8264375756853
FDC32,OUT018,1800.8264375756853
FDO04,OUT035,1800.8264375756853
NCZ54,OUT013,1800.8264375756853
FDY40,OUT045,1800.8264375756853
FDW36,OUT045,1800.8264375756853
FDE11,OUT017,1800.8264375756853
DRE37,OUT045,1800.8264375756853
NCK19,OUT017,1800.8264375756853
FDT19,OUT035,1800.8264375756853
FDE56,OUT045,1800.8264375756853
FDZ57,OUT010,1800.8264375756853
FDB35,OUT035,1800.8264375756853
FDF09,OUT010,1800.8264375756853
FDO34,OUT046,1800.8264375756853
FDA55,OUT046,1800.8264375756853
NCM18,OUT035,1800.8264375756853
FDJ20,OUT019,1800.8264375756853
DRQ35,OUT019,1800.8264375756853
FDG02,OUT013,1800.8264375756853
NCU29,OUT018,1800.8264375756853
FDL27,OUT027,1800.8264375756853
NCA54,OUT035,1800.8264375756853
FDJ32,OUT035,1800.8264375756853
FDB21,OUT019,1800.8264375756853
FDR46,OUT035,1800.8264375756853
FDZ32,OUT046,1800.8264375756853
DRF36,OUT017,1800.8264375756853
NCU54,OUT017,1800.8264375756853
NCI31,OUT017,1800.8264375756853
DRA59,OUT035,1800.8264375756853
NCC55,OUT045,1800.8264375756853
FDE44,OUT018,1800.8264375756853
NCN26,OUT018,1800.8264375756853
FDC11,OUT049,1800.8264375756853
FDV24,OUT035,1800.8264375756853
FDR40,OUT019,1800.8264375756853
NCQ17,OUT049,1800.8264375756853
FDC46,OUT045,1800.8264375756853
NCM18,OUT046,1800.8264375756853
FDK16,OUT046,1800.8264375756853
FDI28,OUT017,1800.8264375756853
FDS11,OUT018,1800.8264375756853
DRD13,OUT046,1800.8264375756853
FDL36,OUT035,1800.8264375756853
FDI27,OUT013,1800.8264375756853
FDJ53,OUT019,1800.8264375756853
FDS44,OUT045,1800.8264375756853
FDE28,OUT046,1800.8264375756853
FDQ33,OUT018,1800.8264375756853
FDB37,OUT017,1800.8264375756853
FDQ31,OUT045,1800.8264375756853
NCQ05,OUT046,1800.8264375756853
FDE10,OUT013,1800.8264375756853
FDF38,OUT017,1800.8264375756853
FDE50,OUT019,1800.8264375756853
DRG37,OUT010,1800.8264375756853
NCH06,OUT049,1800.8264375756853
FDY14,OUT045,1800.8264375756853
FDO27,OUT017,1800.8264375756853
FDQ19,OUT049,1800.8264375756853
FDZ26,OUT019,1800.8264375756853
FDN51,OUT013,1800.8264375756853
FDK20,OUT035,1800.8264375756853
FDD40,OUT018,1800.8264375756853
DRI25,OUT018,1800.8264375756853
FDH56,OUT017,1800.8264375756853
FDI36,OUT027,1800.8264375756853
DRH11,OUT018,1800.8264375756853
NCV18,OUT017,1800.8264375756853
DRI01,OUT049,1800.8264375756853
DRE48,OUT049,1800.8264375756853
FDS51,OUT035,1800.8264375756853
FDM38,OUT017,1800.8264375756853
FDB60,OUT027,1800.8264375756853
FDY58,OUT035,1800.8264375756853
FDY22,OUT045,1800.8264375756853
FDF11,OUT027,1800.8264375756853
FDZ51,OUT035,1800.8264375756853
FDQ45,OUT017,1800.8264375756853
FDF17,OUT035,1800.8264375756853
NCF31,OUT027,1800.8264375756853
FDA37,OUT013,1800.8264375756853
FDO51,OUT046,1800.8264375756853
FDF34,OUT013,1800.8264375756853
FDD57,OUT018,1800.8264375756853
FDO37,OUT046,1800.8264375756853
FDR49,OUT049,1800.8264375756853
FDS39,OUT049,1800.8264375756853
FDI48,OUT027,1800.8264375756853
DRM35,OUT049,1800.8264375756853
FDV57,OUT035,1800.8264375756853
FDZ55,OUT013,1800.8264375756853
FDI28,OUT035,1800.8264375756853
FDS21,OUT045,1800.8264375756853
FDT34,OUT013,1800.8264375756853
DRI25,OUT035,1800.8264375756853
FDT47,OUT010,1800.8264375756853
DRH39,OUT045,1800.8264375756853
NCD54,OUT045,1800.8264375756853
FDU16,OUT027,1800.8264375756853
NCW29,OUT045,1800.8264375756853
FDV25,OUT027,1800.8264375756853
FDM56,OUT035,1800.8264375756853
FDZ04,OUT027,1800.8264375756853
FDG59,OUT019,1800.8264375756853
FDI56,OUT045,1800.8264375756853
FDS33,OUT035,1800.8264375756853
FDC23,OUT049,1800.8264375756853
FDT11,OUT049,1800.8264375756853
FDG17,OUT045,1800.8264375756853
FDZ44,OUT045,1800.8264375756853
FDJ52,OUT013,1800.8264375756853
DRI23,OUT046,1800.8264375756853
DRE15,OUT010,1800.8264375756853
NCF07,OUT013,1800.8264375756853
NCR29,OUT049,1800.8264375756853
FDE44,OUT019,1800.8264375756853
FDT23,OUT035,1800.8264375756853
NCG06,OUT017,1800.8264375756853
NCU41,OUT010,1800.8264375756853
FDH46,OUT017,1800.8264375756853
FDV31,OUT013,1800.8264375756853
NCT41,OUT027,1800.8264375756853
FDE22,OUT027,1800.8264375756853
FDC26,OUT045,1800.8264375756853
DRF51,OUT017,1800.8264375756853
NCY53,OUT019,1800.8264375756853
FDY21,OUT017,1800.8264375756853
FDL27,OUT013,1800.8264375756853
FDZ34,OUT049,1800.8264375756853
NCF43,OUT010,1800.8264375756853
FDC21,OUT035,1800.8264375756853
FDL26,OUT013,1800.8264375756853
FDT25,OUT010,1800.8264375756853
NCR30,OUT046,1800.8264375756853
DRL23,OUT019,1800.8264375756853
NCR05,OUT049,1800.8264375756853
NCE19,OUT018,1800.8264375756853
FDY07,OUT035,1800.8264375756853
FDB10,OUT017,1800.8264375756853
FDP57,OUT013,1800.8264375756853
FDU48,OUT019,1800.8264375756853
FDH48,OUT035,1800.8264375756853
FDO33,OUT035,1800.8264375756853
NCU29,OUT045,1800.8264375756853
FDW35,OUT046,1800.8264375756853
FDH05,OUT010,1800.8264375756853
FDP26,OUT049,1800.8264375756853
DRG27,OUT035,1800.8264375756853
FDQ33,OUT046,1800.8264375756853
FDH20,OUT010,1800.8264375756853
FDV14,OUT046,1800.8264375756853
DRD01,OUT046,1800.8264375756853
NCI17,OUT049,1800.8264375756853
FDF39,OUT010,1800.8264375756853
FDX37,OUT046,1800.8264375756853
NCX17,OUT035,1800.8264375756853
FDN03,OUT013,1800.8264375756853
NCS41,OUT010,1800.8264375756853
FDH34,OUT045,1800.8264375756853
NCX53,OUT018,1800.8264375756853
FDY31,OUT046,1800.8264375756853
FDD20,OUT017,1800.8264375756853
FDE51,OUT045,1800.8264375756853
FDV27,OUT046,1800.8264375756853
FDF16,OUT035,1800.8264375756853
FDZ02,OUT049,1800.8264375756853
NCK05,OUT045,1800.8264375756853
FDM12,OUT027,1800.8264375756853
NCA05,OUT018,1800.8264375756853
FDX33,OUT045,1800.8264375756853
FDM25,OUT049,1800.8264375756853
FDE41,OUT018,1800.8264375756853
FDW14,OUT045,1800.8264375756853
NCD30,OUT046,1800.8264375756853
FDB23,OUT010,1800.8264375756853
FDF45,OUT046,1800.8264375756853
FDW20,OUT017,1800.8264375756853
FDF47,OUT045,1800.8264375756853
NCR05,OUT019,1800.8264375756853
DRB01,OUT046,1800.8264375756853
FDE36,OUT013,1800.8264375756853
FDU56,OUT049,1800.8264375756853
FDB23,OUT049,1800.8264375756853
FDN48,OUT049,1800.8264375756853
FDS43,OUT013,1800.8264375756853
NCN05,OUT013,1800.8264375756853
NCL53,OUT049,1800.8264375756853
FDL56,OUT046,1800.8264375756853
FDH17,OUT018,1800.8264375756853
FDP37,OUT046,1800.8264375756853
FDG09,OUT019,1800.8264375756853
FDA55,OUT045,1800.8264375756853
FDX31,OUT049,1800.8264375756853
FDJ41,OUT045,1800.8264375756853
DRC24,OUT045,1800.8264375756853
FDQ21,OUT035,1800.8264375756853
NCT54,OUT045,1800.8264375756853
FDH08,OUT049,1800.8264375756853
FDY38,OUT018,1800.8264375756853
DRM11,OUT010,1800.8264375756853
FDG32,OUT049,1800.8264375756853
NCH18,OUT046,1800.8264375756853
FDI20,OUT035,1800.8264375756853
FDA33,OUT018,1800.8264375756853
FDN45,OUT013,1800.8264375756853
FDT45,OUT010,1800.8264375756853
FDR32,OUT035,1800.8264375756853
FDA48,OUT017,1800.8264375756853
FDN23,OUT017,1800.8264375756853
NCR18,OUT035,1800.8264375756853
FDD45,OUT046,1800.8264375756853
FDI22,OUT018,1800.8264375756853
FDT09,OUT013,1800.8264375756853
DRC24,OUT027,1800.8264375756853
FDT39,OUT046,1800.8264375756853
FDX28,OUT045,1800.8264375756853
FDA50,OUT018,1800.8264375756853
FDT33,OUT027,1800.8264375756853
FDQ60,OUT049,1800.8264375756853
NCM19,OUT018,1800.8264375756853
FDF40,OUT046,1800.8264375756853
NCI30,OUT035,1800.8264375756853
FDK34,OUT049,1800.8264375756853
FDA38,OUT027,1800.8264375756853
FDT02,OUT045,1800.8264375756853
FDC11,OUT017,1800.8264375756853
FDD08,OUT046,1800.8264375756853
NCS29,OUT046,1800.8264375756853
DRI03,OUT010,1800.8264375756853
FDK48,OUT035,1800.8264375756853
FDM52,OUT049,1800.8264375756853
FDP49,OUT035,1800.8264375756853
DRA24,OUT046,1800.8264375756853
NCJ43,OUT049,1800.8264375756853
FDE11,OUT045,1800.8264375756853
FDP01,OUT049,1800.8264375756853
FDQ59,OUT018,1800.8264375756853
FDA43,OUT019,1800.8264375756853
FDL14,OUT017,1800.8264375756853
FDV50,OUT010,1800.8264375756853
FDT01,OUT027,1800.8264375756853
NCC42,OUT035,1800.8264375756853
FDO28,OUT046,1800.8264375756853
FDD32,OUT019,1800.8264375756853
FDV45,OUT035,1800.8264375756853
NCW17,OUT019,1800.8264375756853
NCJ17,OUT027,1800.8264375756853
NCF18,OUT049,1800.8264375756853
FDP01,OUT045,1800.8264375756853
FDH24,OUT045,1800.8264375756853
FDI38,OUT027,1800.8264375756853
FDX03,OUT035,1800.8264375756853
FDY28,OUT046,1800.8264375756853
FDN34,OUT018,1800.8264375756853
FDJ02,OUT045,1800.8264375756853
FDW40,OUT019,1800.8264375756853
FDX03,OUT017,1800.8264375756853
FDE17,OUT027,1800.8264375756853
FDT58,OUT046,1800.8264375756853
FDI38,OUT013,1800.8264375756853
FDW22,OUT035,1800.8264375756853
FDS15,OUT027,1800.8264375756853
NCX06,OUT013,1800.8264375756853
DRK47,OUT035,1800.8264375756853
FDC23,OUT027,1800.8264375756853
FDM56,OUT010,1800.8264375756853
FDP21,OUT046,1800.8264375756853
FDP58,OUT046,1800.8264375756853
FDA27,OUT019,1800.8264375756853
FDK41,OUT019,1800.8264375756853
NCH42,OUT046,1800.8264375756853
FDG29,OUT045,1800.8264375756853
FDW15,OUT018,1800.8264375756853
FDD28,OUT018,1800.8264375756853
FDQ37,OUT049,1800.8264375756853
FDC23,OUT035,1800.8264375756853
FDV13,OUT035,1800.8264375756853
FDK33,OUT046,1800.8264375756853
FDO33,OUT013,1800.8264375756853
FDN21,OUT017,1800.8264375756853
NCW06,OUT027,1800.8264375756853
FDI38,OUT035,1800.8264375756853
FDC21,OUT027,1800.8264375756853
NCS05,OUT046,1800.8264375756853
NCN53,OUT049,1800.8264375756853
FDV40,OUT010,1800.8264375756853
FDG60,OUT017,1800.8264375756853
NCY30,OUT027,1800.8264375756853
FDM40,OUT045,1800.8264375756853
NCO30,OUT046,1800.8264375756853
FDK10,OUT046,1800.8264375756853
FDM36,OUT045,1800.8264375756853
FDN10,OUT013,1800.8264375756853
FDM46,OUT018,1800.8264375756853
FDX50,OUT049,1800.8264375756853
FDP33,OUT045,1800.8264375756853
FDO12,OUT045,1800.8264375756853
FDC28,OUT013,1800.8264375756853
FDO31,OUT045,1800.8264375756853
FDX45,OUT035,1800.8264375756853
FDV21,OUT049,1800.8264375756853
FDH04,OUT049,1800.8264375756853
NCG54,OUT013,1800.8264375756853
FDO13,OUT046,1800.8264375756853
FDA09,OUT027,1800.8264375756853
FDC38,OUT017,1800.8264375756853
NCO42,OUT046,1800.8264375756853
FDL45,OUT049,1800.8264375756853
NCK31,OUT013,1800.8264375756853
FDM39,OUT017,1800.8264375756853
FDC22,OUT010,1800.8264375756853
FDF46,OUT046,1800.8264375756853
FDQ37,OUT045,1800.8264375756853
FDH41,OUT010,1800.8264375756853
FDQ04,OUT046,1800.8264375756853
NCQ02,OUT027,1800.8264375756853
FDJ57,OUT027,1800.8264375756853
NCE07,OUT049,1800.8264375756853
FDE56,OUT013,1800.8264375756853
FDI20,OUT049,1800.8264375756853
FDK36,OUT018,1800.8264375756853
FDP08,OUT027,1800.8264375756853
FDF44,OUT017,1800.8264375756853
NCU53,OUT017,1800.8264375756853
FDF47,OUT035,1800.8264375756853
FDS55,OUT010,1800.8264375756853
FDZ52,OUT010,1800.8264375756853
FDL04,OUT018,1800.8264375756853
NCM26,OUT035,1800.8264375756853
FDX43,OUT049,1800.8264375756853
FDP52,OUT049,1800.8264375756853
DRK49,OUT045,1800.8264375756853
FDE38,OUT013,1800.8264375756853
DRF13,OUT035,1800.8264375756853
FDK41,OUT010,1800.8264375756853
FDJ04,OUT027,1800.8264375756853
FDZ44,OUT018,1800.8264375756853
FDS11,OUT013,1800.8264375756853
FDA55,OUT049,1800.8264375756853
NCW53,OUT046,1800.8264375756853
FDB49,OUT027,1800.8264375756853
FDD23,OUT017,1800.8264375756853
NCV42,OUT045,1800.8264375756853
NCZ29,OUT018,1800.8264375756853
FDQ26,OUT013,1800.8264375756853
FDV08,OUT017,1800.8264375756853
FDC53,OUT049,1800.8264375756853
FDV58,OUT010,1800.8264375756853
NCP02,OUT019,1800.8264375756853
DRI37,OUT045,1800.8264375756853
FDQ12,OUT049,1800.8264375756853
FDE33,OUT046,1800.8264375756853
FDX27,OUT045,1800.8264375756853
FDM22,OUT017,1800.8264375756853
NCH30,OUT019,1800.8264375756853
FDC04,OUT017,1800.8264375756853
FDO38,OUT046,1800.8264375756853
FDV52,OUT027,1800.8264375756853
FDB32,OUT013,1800.8264375756853
FDV43,OUT018,1800.8264375756853
FDI24,OUT018,1800.8264375756853
FDR40,OUT017,1800.8264375756853
FDW02,OUT049,1800.8264375756853
FDE44,OUT049,1800.8264375756853
FDL38,OUT046,1800.8264375756853
NCT54,OUT010,1800.8264375756853
DRJ39,OUT010,1800.8264375756853
FDW55,OUT049,1800.8264375756853
DRF13,OUT019,1800.8264375756853
NCW17,OUT049,1800.8264375756853
FDP13,OUT035,1800.8264375756853
FDS08,OUT018,1800.8264375756853
NCP17,OUT035,1800.8264375756853
NCO53,OUT035,1800.8264375756853
FDH19,OUT045,1800.8264375756853
FDJ04,OUT017,1800.8264375756853
FDG10,OUT049,1800.8264375756853
FDA40,OUT010,1800.8264375756853
FDI53,OUT045,1800.8264375756853
FDU09,OUT010,1800.8264375756853
FDK60,OUT045,1800.8264375756853
FDR43,OUT017,1800.8264375756853
FDW22,OUT017,1800.8264375756853
DRP47,OUT010,1800.8264375756853
DRG48,OUT010,1800.8264375756853
FDA14,OUT035,1800.8264375756853
FDU49,OUT013,1800.8264375756853
FDK28,OUT045,1800.8264375756853
FDT19,OUT046,1800.8264375756853
NCQ42,OUT045,1800.8264375756853
FDD03,OUT045,1800.8264375756853
NCM53,OUT013,1800.8264375756853
NCX53,OUT045,1800.8264375756853
FDV14,OUT027,1800.8264375756853
NCZ54,OUT017,1800.8264375756853
FDB39,OUT013,1800.8264375756853
DRC24,OUT046,1800.8264375756853
FDY36,OUT013,1800.8264375756853
FDN01,OUT035,1800.8264375756853
DRH25,OUT046,1800.8264375756853
FDV08,OUT046,1800.8264375756853
NCP53,OUT049,1800.8264375756853
FDU52,OUT010,1800.8264375756853
NCI42,OUT045,1800.8264375756853
FDZ14,OUT035,1800.8264375756853
FDF11,OUT046,1800.8264375756853
FDQ13,OUT018,1800.8264375756853
FDO32,OUT010,1800.8264375756853
DRJ37,OUT018,1800.8264375756853
FDY43,OUT046,1800.8264375756853
NCT41,OUT017,1800.8264375756853
NCV17,OUT045,1800.8264375756853
FDM04,OUT027,1800.8264375756853
DRB48,OUT018,1800.8264375756853
FDM24,OUT013,1800.8264375756853
FDT37,OUT049,1800.8264375756853
NCO05,OUT010,1800.8264375756853
FDL13,OUT046,1800.8264375756853
FDL15,OUT017,1800.8264375756853
FDB11,OUT018,1800.8264375756853
FDL14,OUT019,1800.8264375756853
FDY10,OUT019,1800.8264375756853
FDJ40,OUT049,1800.8264375756853
NCW18,OUT046,1800.8264375756853
NCY06,OUT013,1800.8264375756853
DRE13,OUT018,1800.8264375756853
FDA26,OUT045,1800.8264375756853
NCE19,OUT010,1800.8264375756853
FDE33,OUT035,1800.8264375756853
DRL59,OUT027,1800.8264375756853
FDY07,OUT046,1800.8264375756853
FDF57,OUT018,1800.8264375756853
FDM58,OUT035,1800.8264375756853
FDP26,OUT027,1800.8264375756853
FDY32,OUT046,1800.8264375756853
FDD51,OUT010,1800.8264375756853
FDU22,OUT018,1800.8264375756853
FDZ49,OUT018,1800.8264375756853
NCI42,OUT017,1800.8264375756853
FDT04,OUT027,1800.8264375756853
NCU41,OUT045,1800.8264375756853
FDS56,OUT045,1800.8264375756853
NCN42,OUT017,1800.8264375756853
FDK34,OUT046,1800.8264375756853
FDB03,OUT017,1800.8264375756853
DRJ25,OUT035,1800.8264375756853
FDT25,OUT027,1800.8264375756853
FDN20,OUT013,1800.8264375756853
FDP09,OUT013,1800.8264375756853
FDM20,OUT019,1800.8264375756853
NCG55,OUT046,1800.8264375756853
NCP14,OUT045,1800.8264375756853
NCH06,OUT046,1800.8264375756853
FDV52,OUT013,1800.8264375756853
NCL07,OUT035,1800.8264375756853
DRJ11,OUT027,1800.8264375756853
DRO59,OUT013,1800.8264375756853
FDW15,OUT010,1800.8264375756853
NCQ30,OUT035,1800.8264375756853
NCN54,OUT019,1800.8264375756853
FDY01,OUT027,1800.8264375756853
FDX39,OUT035,1800.8264375756853
FDH53,OUT027,1800.8264375756853
FDA57,OUT035,1800.8264375756853
NCC07,OUT010,1800.8264375756853
FDU28,OUT013,1800.8264375756853
FDK36,OUT010,1800.8264375756853
FDR36,OUT018,1800.8264375756853
NCQ17,OUT035,1800.8264375756853
FDS28,OUT019,1800.8264375756853
FDE08,OUT045,1800.8264375756853
FDU22,OUT046,1800.8264375756853
FDG41,OUT045,1800.8264375756853
FDO31,OUT010,1800.8264375756853
FDM21,OUT019,1800.8264375756853
FDU40,OUT017,1800.8264375756853
FDV36,OUT018,1800.8264375756853
FDT10,OUT027,1800.8264375756853
FDX38,OUT045,1800.8264375756853
NCU30,OUT027,1800.8264375756853
NCV06,OUT049,1800.8264375756853
FDT16,OUT035,1800.8264375756853
NCP41,OUT027,1800.8264375756853
FDZ56,OUT017,1800.8264375756853
FDC22,OUT035,1800.8264375756853
FDU10,OUT035,1800.8264375756853
FDS46,OUT045,1800.8264375756853
FDO08,OUT049,1800.8264375756853
NCV42,OUT018,1800.8264375756853
FDP33,OUT035,1800.8264375756853
FDJ12,OUT046,1800.8264375756853
FDH04,OUT045,1800.8264375756853
NCU54,OUT013,1800.8264375756853
FDO36,OUT010,1800.8264375756853
FDT37,OUT027,1800.8264375756853
FDD14,OUT010,1800.8264375756853
FDA16,OUT013,1800.8264375756853
NCS42,OUT019,1800.8264375756853
FDP10,OUT019,1800.8264375756853
FDQ28,OUT049,1800.8264375756853
FDK57,OUT010,1800.8264375756853
FDK02,OUT013,1800.8264375756853
FDW47,OUT018,1800.8264375756853
NCC42,OUT018,1800.8264375756853
FDQ37,OUT018,1800.8264375756853
FDL40,OUT046,1800.8264375756853
DRE13,OUT010,1800.8264375756853
FDQ34,OUT027,1800.8264375756853
NCB54,OUT046,1800.8264375756853
FDS48,OUT049,1800.8264375756853
FDO15,OUT045,1800.8264375756853
NCT30,OUT013,1800.8264375756853
FDU49,OUT027,1800.8264375756853
FDE21,OUT046,1800.8264375756853
FDS49,OUT019,1800.8264375756853
FDT38,OUT027,1800.8264375756853
FDZ01,OUT045,1800.8264375756853
FDC41,OUT035,1800.8264375756853
DRG13,OUT010,1800.8264375756853
NCZ42,OUT018,1800.8264375756853
NCM07,OUT045,1800.8264375756853
NCV17,OUT018,1800.8264375756853
DRK39,OUT035,1800.8264375756853
FDS37,OUT018,1800.8264375756853
FDV12,OUT019,1800.8264375756853
NCG19,OUT018,1800.8264375756853
FDS51,OUT013,1800.8264375756853
NCO14,OUT046,1800.8264375756853
FDC38,OUT046,1800.8264375756853
FDN15,OUT046,1800.8264375756853
NCH42,OUT013,1800.8264375756853
FDQ22,OUT046,1800.8264375756853
FDC05,OUT013,1800.8264375756853
FDZ31,OUT013,1800.8264375756853
DRJ23,OUT049,1800.8264375756853
FDC52,OUT035,1800.8264375756853
DRD12,OUT010,1800.8264375756853
FDV55,OUT017,1800.8264375756853
FDD32,OUT046,1800.8264375756853
FDR01,OUT049,1800.8264375756853
FDY08,OUT019,1800.8264375756853
FDQ45,OUT045,1800.8264375756853
DRN11,OUT027,1800.8264375756853
NCS05,OUT018,1800.8264375756853
FDY32,OUT035,1800.8264375756853
NCD31,OUT045,1800.8264375756853
NCE06,OUT049,1800.8264375756853
NCP14,OUT046,1800.8264375756853
NCF18,OUT019,1800.8264375756853
FDF14,OUT018,1800.8264375756853
FDB22,OUT017,1800.8264375756853
NCH54,OUT049,1800.8264375756853
FDU27,OUT035,1800.8264375756853
FDS58,OUT027,1800.8264375756853
NCU29,OUT035,1800.8264375756853
FDJ57,OUT013,1800.8264375756853
FDL56,OUT049,1800.8264375756853
FDH60,OUT035,1800.8264375756853
FDN24,OUT018,1800.8264375756853
FDD02,OUT017,1800.8264375756853
FDP15,OUT017,1800.8264375756853
FDB28,OUT027,1800.8264375756853
DRC49,OUT045,1800.8264375756853
NCG30,OUT018,1800.8264375756853
FDJ14,OUT049,1800.8264375756853
FDL52,OUT045,1800.8264375756853
NCG19,OUT027,1800.8264375756853
NCN41,OUT035,1800.8264375756853
FDW22,OUT013,1800.8264375756853
FDI02,OUT013,1800.8264375756853
FDV51,OUT045,1800.8264375756853
FDV48,OUT046,1800.8264375756853
NCL17,OUT019,1800.8264375756853
FDP46,OUT045,1800.8264375756853
FDU10,OUT045,1800.8264375756853
FDT37,OUT010,1800.8264375756853
FDI27,OUT035,1800.8264375756853
FDN51,OUT046,1800.8264375756853
FDW07,OUT035,1800.8264375756853
FDN45,OUT049,1800.8264375756853
DRN37,OUT027,1800.8264375756853
DRF48,OUT049,1800.8264375756853
FDP38,OUT019,1800.8264375756853
NCX18,OUT027,1800.8264375756853
FDK45,OUT018,1800.8264375756853
FDZ37,OUT049,1800.8264375756853
FDS50,OUT018,1800.8264375756853
NCR54,OUT018,1800.8264375756853
NCS17,OUT035,1800.8264375756853
FDV31,OUT046,1800.8264375756853
DRE27,OUT017,1800.8264375756853
FDN60,OUT013,1800.8264375756853
FDK26,OUT013,1800.8264375756853
FDX37,OUT018,1800.8264375756853
FDW31,OUT046,1800.8264375756853
FDX26,OUT018,1800.8264375756853
DRL49,OUT019,1800.8264375756853
FDU49,OUT017,1800.8264375756853
FDY58,OUT046,1800.8264375756853
FDN03,OUT045,1800.8264375756853
NCV06,OUT010,1800.8264375756853
FDH53,OUT045,1800.8264375756853
FDG31,OUT018,1800.8264375756853
NCC06,OUT045,1800.8264375756853
FDS13,OUT049,1800.8264375756853
FDP16,OUT035,1800.8264375756853
FDA35,OUT013,1800.8264375756853
DRP47,OUT018,1800.8264375756853
FDY28,OUT010,1800.8264375756853
FDY20,OUT035,1800.8264375756853
NCH30,OUT017,1800.8264375756853
NCR29,OUT019,1800.8264375756853
NCP05,OUT013,1800.8264375756853
NCF30,OUT019,1800.8264375756853
FDA08,OUT035,1800.8264375756853
FDN51,OUT027,1800.8264375756853
FDH12,OUT046,1800.8264375756853
FDY39,OUT017,1800.8264375756853
NCO53,OUT045,1800.8264375756853
FDB40,OUT046,1800.8264375756853
FDH02,OUT049,1800.8264375756853
FDY11,OUT027,1800.8264375756853
FDQ09,OUT019,1800.8264375756853
FDP16,OUT013,1800.8264375756853
NCF55,OUT018,1800.8264375756853
FDY09,OUT027,1800.8264375756853
FDY39,OUT045,1800.8264375756853
NCU53,OUT049,1800.8264375756853
NCT41,OUT049,1800.8264375756853
FDJ45,OUT046,1800.8264375756853
FDR28,OUT013,1800.8264375756853
FDN08,OUT013,1800.8264375756853
FDJ07,OUT049,1800.8264375756853
FDZ09,OUT027,1800.8264375756853
FDQ14,OUT017,1800.8264375756853
FDY12,OUT027,1800.8264375756853
FDK57,OUT046,1800.8264375756853
FDD20,OUT049,1800.8264375756853
FDS36,OUT018,1800.8264375756853
FDI40,OUT049,1800.8264375756853
FDJ40,OUT045,1800.8264375756853
FDE08,OUT013,1800.8264375756853
DRK01,OUT013,1800.8264375756853
FDC58,OUT049,1800.8264375756853
FDE50,OUT046,1800.8264375756853
FDX48,OUT035,1800.8264375756853
DRM35,OUT018,1800.8264375756853
FDG41,OUT013,1800.8264375756853
FDB52,OUT046,1800.8264375756853
FDV19,OUT045,1800.8264375756853
DRG48,OUT017,1800.8264375756853
FDI26,OUT013,1800.8264375756853
FDU11,OUT019,1800.8264375756853
FDF59,OUT019,1800.8264375756853
FDR07,OUT049,1800.8264375756853
NCE06,OUT017,1800.8264375756853
FDE10,OUT046,1800.8264375756853
NCO55,OUT046,1800.8264375756853
FDZ13,OUT013,1800.8264375756853
FDT50,OUT017,1800.8264375756853
FDH12,OUT010,1800.8264375756853
FDD21,OUT045,1800.8264375756853
NCM05,OUT013,1800.8264375756853
FDK04,OUT013,1800.8264375756853
FDN33,OUT017,1800.8264375756853
NCM18,OUT010,1800.8264375756853
DRC25,OUT049,1800.8264375756853
FDT47,OUT017,1800.8264375756853
FDD45,OUT027,1800.8264375756853
NCD07,OUT018,1800.8264375756853
NCY54,OUT010,1800.8264375756853
FDL12,OUT049,1800.8264375756853
FDL02,OUT017,1800.8264375756853
FDC60,OUT035,1800.8264375756853
